"TARS_ROV_NEV	TARS_HOSZ_NEV	CIM_EGYBEN	TARS_TIPUS_MEGNEV	TARS_TIPUS_KOD	ADOSZAM	GAZD_FORM	GAZD_FORM_KOD	CEGALL	CEGALL_KOD	NEMGAZD_AG_MEGNEV	NEMGAZD_AG_KOD	NEMGAZD_AGAZAT_MEGNEV	NEMGAZD_AGAZAT_KOD	NEMGAZD_SZAKAGAZAT_MEGNEV	NEMGAZD_SZAKAGAZAT_KOD	JEGYZ_TOKE_ERT_HUF 	ORSZAG	ORSZAG_KOD	REGIO	REGIO_KOD	MEGYE	MEGYE_KOD 	TELEPULES	TELEPULES_KOD	ASZ_EVE";;
"TÉKA Könyvértékesitõ és Könyvkiadó Vállalat /Felszámolás alatt /	TÉKA Könyvértékesitõ és Könyvkiadó Vállalat /Felszámolás alatt /	1134 Budapest Váci út 19.	Gazdasági Társaság	1	10013319-2-41	Állami Vállalat	3	Felszámolás alatt	1	Kereskedelem, gépjármûjavítás	G	Nagykereskedelem (kivéve: jármû, motorkerékpár)	46	Vegyestermékkörû nagykereskedelem	4690	551882000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015";;
"																									";;
"KÕPORC Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat felszámolás alatt	KÕPORC Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat felszámolás alatt	1106 Budapest Tárna utca 4.	Gazdasági Társaság	1	10155929-2-42	Állami Vállalat	3	Felszámolás alatt	1	Feldolgozóipar	C	Nemfém ásványi termék gyártása	23	Egyéb kerámiatermék gyártása	2349	544902000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014";;
"																									";;
"Kõporc Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat f.a.	Kõporc Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat f.a.	1106 Budapest, Tárna u. 4.	Gazdasági Társaság	1	10155929-2-42	Állami Vállalat	3	Felszámolás alatt	1	Feldolgozóipar	C	Nemfém ásványi termék gyártása	23	Egyéb kerámiatermék gyártása	2349	544902000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010";;
"																									";;
"KÕPORC Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat felszámolás alatt	KÕPORC Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat felszámolás alatt	1106 Budapest, Tárna u. 4.	Gazdasági Társaság	1	10155929-2-42	Állami Vállalat	3	Felszámolás alatt	1	Feldolgozóipar	C	Nemfém ásványi termék gyártása	23	Egyéb kerámiatermék gyártása	2349	544902000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011";;
"																									";;
"KÕPORC Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat felszámolás alatt	KÕPORC Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat felszámolás alatt	1106 Budapest X, Tárna utca 4.	Gazdasági Társaság	1	10155929-2-42	Állami Vállalat	3	Felszámolás alatt	1	Feldolgozóipar	C	Nemfém ásványi termék gyártása	23	Egyéb kerámiatermék gyártása	2349	544902000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013";;
"																									";;
"KÕPORC Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat felszámolás alatt	KÕPORC Elektronikai Alkatrész és Mûszaki Kerámiagyártó Vállalat felszámolás alatt	1106 Budapest X, Tárna utca 4.	Gazdasági Társaság	1	10155929-2-42	Állami Vállalat	3	Felszámolás alatt	1	Feldolgozóipar	C	Nemfém ásványi termék gyártása	23	Egyéb kerámiatermék gyártása	2349	544902000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012";;
"																									";;
"Fõvárosi Patyolat Vállalat v.a.	Fõvárosi Patyolat Vállalat v.a.	1074 Budapest, Csengery u. 11.	Gazdasági Társaság	1	10015713-2-42	Állami Vállalat	3	Felszámolás alatt	1	Egyéb szolgáltatás	S	Egyéb személyi szolgáltatás	96	Textil, szõrme mosása, tisztítása	9601	83061000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010";;
"																									";;
"Fõvárosi Patyolat Vállalat  felszámolás alatt	Fõvárosi Patyolat Vállalat  felszámolás alatt	1074 Budapest, Csengery utca 11.	Gazdasági Társaság	1	10015713-2-42	Állami Vállalat	3	Felszámolás alatt	1	Egyéb szolgáltatás	S	Egyéb személyi szolgáltatás	96	Textil, szõrme mosása, tisztítása	9601	83061000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012";;
"																									";;
"Fõvárosi Patyolat Vállalat  Végelszámolás alatt	Fõvárosi Patyolat Vállalat  Végelszámolás alatt	1074 Budapest, Csengery u. 11.	Gazdasági Társaság	1	10015713-2-42	Állami Vállalat	3	Felszámolás alatt	1	Egyéb szolgáltatás	S	Egyéb személyi szolgáltatás	96	Textil, szõrme mosása, tisztítása	9601	83061000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011";;
"																									";;
"Centrum Áruházak Vállalat felszámolás alatt	Centrum Áruházak Vállalat felszámolás alatt	1056 Budapest V, Molnár utca 1.	Gazdasági Társaság	1	10010392-2-43	Állami Vállalat	3	Felszámolás alatt	1	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Ruházat kiskereskedelem	4771	2578103000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013";;
"																									";;
"Centrum Áruházak Vállalat Végelszámolás alatt	Centrum Áruházak Vállalat Végelszámolás alatt	1056 Budapest, Molnár u. 1	Gazdasági Társaság	1	10010392-2-43	Állami Vállalat	3	Felszámolás alatt	1	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Ruházat kiskereskedelem	4771	2578103000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011";;
"																									";;
"Centrum Áruházak Vállalat felszámolás alatt	Centrum Áruházak Vállalat felszámolás alatt	1056 Budapest V, Molnár utca 1.	Gazdasági Társaság	1	10010392-2-43	Állami Vállalat	3	Felszámolás alatt	1	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Ruházat kiskereskedelem	4771	2578103000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012";;
"																									";;
"Centrum Áruházak Vállalat felszámolás alatt	Centrum Áruházak Vállalat felszámolás alatt	1056 Budapest Molnár utca 1.	Gazdasági Társaság	1	10010392-2-43	Állami Vállalat	3	Felszámolás alatt	1	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Ruházat kiskereskedelem	4771	2578103000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015";;
"																									";;
"Centrum Áruházak Vállalat felszámolás alatt	Centrum Áruházak Vállalat felszámolás alatt	1056 Budapest Molnár utca 1.	Gazdasági Társaság	1	10010392-2-43	Állami Vállalat	3	Felszámolás alatt	1	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Ruházat kiskereskedelem	4771	2578103000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014";;
"																									";;
"CENTRUM Áruházak Vállalat f.a.	CENTRUM Áruházak Vállalat f.a.	1056 Budapest, Molnár u. 1	Gazdasági Társaság	1	10010392-2-43	Állami Vállalat	3	Felszámolás alatt	1	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Ruházat kiskereskedelem	4771	2578103000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010";;
"																									";;
"SZIM f.a.	Szerszámgépipari Mûvek /felszámolás alatt /	1103 Budapest Óhegy utca 2-4.	Gazdasági Társaság	1	10000939-2-42	Állami Vállalat	3	Felszámolás alatt	1	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	1037566000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015";;
"																									";;
"SZIM f.a.	Szerszámgépipari Mûvek /felszámolás alatt /	1103 Budapest X, Óhegy utca 2-4.	Gazdasági Társaság	1	10000939-2-42	Állami Vállalat	3	Felszámolás alatt	1	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	1037566000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013";;
"																									";;
"SZIM f.a.	Szerszámgépipari Mûvek felszámolás alatt 	1103 Budapest Óhegy utca 2-4.	Gazdasági Társaság	1	10000939-2-42	Állami Vállalat	3	Felszámolás alatt	1	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	1037566000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017";;
"																									";;
"SZIM / végelszámolás alatt /	Szerszámgépipari Mûvek / végelszámolás alatt /	1103 Budapest X, Óhegy utca 2-4.	Gazdasági Társaság	1	10000939-2-42	Állami Vállalat	3	Felszámolás alatt	1	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	1037566000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011";;
"																									";;
"SZIM f.a.	Szerszámgépipari Mûvek /felszámolás alatt /	1103 Budapest Óhegy utca 2-4.	Gazdasági Társaság	1	10000939-2-42	Állami Vállalat	3	Felszámolás alatt	1	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	1037566000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014";;
"																									";;
"SZIM f.a.	Szerszámgépipari Mûvek /felszámolás alatt /	1103 Budapest Óhegy utca 2-4.	Gazdasági Társaság	1	10000939-2-42	Állami Vállalat	3	Felszámolás alatt	1	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	1037566000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016";;
"																									";;
"SZIM / végelszámolás alatt /	Szerszámgépipari Mûvek v.a.	1103 Budapest, Óhegy u 2-4	Gazdasági Társaság	1	10000939-2-42	Állami Vállalat	3	Felszámolás alatt	1	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	1037566000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010";;
"																									";;
"SZIM f.a.	Szerszámgépipari Mûvek /felszámolás alatt /	1103 Budapest X, Óhegy utca 2-4.	Gazdasági Társaság	1	10000939-2-42	Állami Vállalat	3	Felszámolás alatt	1	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	1037566000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012";;
"																									";;
"EMG	Elektronikus Mérõkészülékek Gyára Felszámolás alatt.	1163 Budapest, Cziráky u.  26-32.	Gazdasági Társaság	1	10002072-2-42	Állami Vállalat	3	Felszámolás alatt	1	Feldolgozóipar	C	Ipari gép, berendezés, eszköz javítása, üzembe helyezése	33	Elektronikus, optikai eszköz javítása	3313	905916000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011";;
"																									";;
"EMG	Elektronikus Mérõkészülékek Gyára f.a.	1163 Budapest, Cziráky u.  26-32.	Gazdasági Társaság	1	10002072-2-42	Állami Vállalat	3	Felszámolás alatt	1	Feldolgozóipar	C	Ipari gép, berendezés, eszköz javítása, üzembe helyezése	33	Elektronikus, optikai eszköz javítása	3313	905916000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010";;
"																									";;
"Ócsa-Soroksár Szövetkezet	Ócsa-Soroksár Ipari és Vagyonkezelõ Szövetkezet	1239 Budapest, Soroksár, Tanyaközpont	Gazdasági Társaság	1	10022513-2-43	Szövetkezet	17	Mûködõ	4	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	94398000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010";;
"																									";;
"Ócsa-Soroksár Szövetkezet	Ócsa-Soroksár Ipari és Vagyonkezelõ Szövetkezet	1239 Budapest XXIII, Soroksár, Tanyaközpont	Gazdasági Társaság	1	10022513-2-43	Egyéb Szövetkezet	5	Mûködõ	4	Ingatlanügyletek	L	INGATLANÜGYLETEK	68	Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése	6820	94398000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011";;
"																									";;
"UNIO Garancia Szövetkezet f.a.	UNIO Garancia Tagi Vállalkozást Segítõ Szövetkezet felszámolás alatt	1146 Budapest Thököly út 58-60.	Gazdasági Társaság	1	12559446-2-42	Egyéb Szövetkezet	5	Végelszámolás alatt	5	Pénzügyi, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	252040000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014";;
"																									";;
"UNIO Garancia Szövetkezet	UNIO Garancia Tagi Vállalkozást Segítõ Szövetkezet	1146 Budapest XIV, Thököly út 58-60.	Gazdasági Társaság	1	12559446-2-42	Egyéb Szövetkezet	5	Mûködõ	4	Pénzügyi, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	252040000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011";;
"																									";;
"UNIO Garancia Szövetkezet f.a.	UNIO Garancia Tagi Vállalkozást Segítõ Szövetkezet felszámolás alatt	1146 Budapest Thököly út 58-60.	Gazdasági Társaság	1	12559446-2-42	Egyéb Szövetkezet	5	Felszámolás alatt	1	Pénzügyi, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	252040000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017";;
"																									";;
"UNIO Garancia Szövetkezet f.a.	UNIO Garancia Tagi Vállalkozást Segítõ Szövetkezet felszámolás alatt	1146 Budapest Thököly út 58-60.	Gazdasági Társaság	1	12559446-2-42	Egyéb Szövetkezet	5	Felszámolás alatt	1	Pénzügyi, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	252040000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016";;
"																									";;
"UNIO Garancia Szövetkezet	UNIO Garancia Tagi Vállalkozást Segítõ Szövetkezet	1146 Budapest, Thököly út 58-60.	Gazdasági Társaság	1	12559446-2-42	Szövetkezet	17	Mûködõ	4	Pénzügyi, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	252040000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010";;
"																									";;
"UNIO Garancia Szövetkezet	UNIO Garancia Tagi Vállalkozást Segítõ Szövetkezet	1146 Budapest XIV, Thököly út 58-60.	Gazdasági Társaság	1	12559446-2-42	Egyéb Szövetkezet	5	Végelszámolás alatt	5	Pénzügyi, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	252040000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013";;
"																									";;
"UNIO Garancia Szövetkezet f.a.	UNIO Garancia Tagi Vállalkozást Segítõ Szövetkezet felszámolás alatt	1146 Budapest Thököly út 58-60.	Gazdasági Társaság	1	12559446-2-42	Egyéb Szövetkezet	5	Felszámolás alatt	1	Pénzügyi, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	252040000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015";;
"																									";;
"UNIO Garancia Szövetkezet	UNIO Garancia Tagi Vállalkozást Segítõ Szövetkezet	1146 Budapest XIV, Thököly út 58-60.	Gazdasági Társaság	1	12559446-2-42	Egyéb Szövetkezet	5	Mûködõ	4	Pénzügyi, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	252040000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012";;
"																									";;
"MISZ Mûegyetemi Iskolaszövetkezet	MISZ Mûegyetemi Szolgáltató Iskolaszövetkezet	1111 Budapest, Mûegyetem rakpart 3.K ép.I/ 51.A.	Gazdasági Társaság	1	14514960-2-43	Szövetkezet	17	Mûködõ	4	Mûvészet, szórakoztatás, szabadidõ	R	Sport-, szórakoztató-, szabadidõs tevékenység	93	M.n.s. egyéb szórakoztatás, szabadidõs tevékenység	9329	3250000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011";;
"																									";;
"MISZ Mûegyetemi Iskolaszövetkezet	MISZ Mûegyetemi Szolgáltató Iskolaszövetkezet	1111 Budapest XI, Mûegyetem rakpart 3.K ép.I/ 51.A.	Gazdasági Társaság	1	14514960-2-43	Szövetkezet	17	Mûködõ	4	Mûvészet, szórakoztatás, szabadidõ	R	Sport-, szórakoztató-, szabadidõs tevékenység	93	M.n.s. egyéb szórakoztatás, szabadidõs tevékenység	9329	6160000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012";;
"																									";;
"MISZ Mûegyetemi Iskolaszövetkezet	MISZ Mûegyetemi Szolgáltató Iskolaszövetkezet	1111 Budapest, Mûegyetem rakpart 3. K. ép. I. em. 51.A.	Gazdasági Társaság	1	14514960-2-43	Szövetkezet	17	Mûködõ	4	Mûvészet, szórakoztatás, szabadidõ	R	Sport-, szórakoztató-, szabadidõs tevékenység	93	M.n.s. egyéb szórakoztatás, szabadidõs tevékenység	9329	0.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010";;
"																									";;
"Szent Kozma Bt.	Szent Kozma Gyógyszergyár Bt.	1074 Budapest, Alsó erdõsor utca 7.	Gazdasági Társaság	1	28303244-2-42	Betéti Társaság	4	Mûködõ	4	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Gyógyszer-kiskereskedelem	4773	1000000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012";;
"																									";;
"Szent Kozma Bt.	Szent Kozma Gyógyszertár Betéti Társaság	1074 Budapest, Alsó erdõsor utca 7.	Gazdasági Társaság	1	28303244-2-42	Betéti Társaság	4	Mûködõ	4	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Gyógyszer-kiskereskedelem	4773	1000000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013";;
"																									";;
"Szent Kozma Bt.	Szent Kozma Gyógyszertár Bt.	1074 Budapest, Alsó erdõsor utca 7.	Gazdasági Társaság	1	28303244-2-42	Betéti Társaság	4	Mûködõ	4	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Gyógyszer-kiskereskedelem	4773	1000000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014";;
"																									";;
"Szent Kozma Bt.	Szent Kozma Gyógyszertár Bt.	1074 Budapest, Alsó erdõsor utca 7.	Gazdasági Társaság	1	28303244-2-42	Betéti Társaság	4	Mûködõ	4	Kereskedelem, gépjármûjavítás	G	Kiskereskedelem (kivéve: gépjármû, motorkerékpár)	47	Gyógyszer-kiskereskedelem	4773	1000000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015";;
"																									";;
"MED.TECH.PORT. BT	MED.TECH.PORT. Gyógyászati Berendezéseket Gyártó és Javító Betéti Társaság	1046 Budapest IV, Külsõ Szilágyi út 104. II/8.	Gazdasági Társaság	1	28359609-3-41	Betéti Társaság	4	Mûködõ	4	Feldolgozóipar	C	Egyéb feldolgozóipari tevékenység	32	Orvosi eszköz gyártása	3250	42000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2012";;
"																									";;
"MED.TECH.PORT. BT	MED.TECH.PORT. Gyógyászati Berendezéseket Gyártó és Javító Betéti Társaság	1046 Budapest Külsõ Szilágyi út 104. II/8.	Gazdasági Társaság	1	28359609-3-41	Betéti Társaság	4	Mûködõ	4	Feldolgozóipar	C	Egyéb feldolgozóipari tevékenység	32	Orvosi eszköz gyártása	3250	42000.00	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2014";;
